agent_a_type,agent_b_model,agent_b_llm_size,run_type,tts_engine,asr_engine,phase_order,phase,condition_phase_rows,observed_phase_rows,mean_observation_count,mean_processing_sec,maximum_processing_sec,mean_pipeline_success_rate,total_error_count,total_misinterpreted_tokens,total_corrections,mean_valid_route_parse_rate,total_candidates,evidence_source
tinyllama,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,vosk,5,dialogue_management,21,21,7.0476190476190474,0.0014892107331821618,0.008566,,0,0,0,,71.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,faster_whisper,5,dialogue_management,3,3,5.333333333333333,0.0036403761904761907,0.008881,,0,0,0,,11.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,faster_whisper,5,dialogue_management,10,10,5.0,0.005355668333333333,0.012931,,0,0,0,,36.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,vosk,5,dialogue_management,21,21,7.380952380952381,0.002947269633408919,0.014571,,0,0,0,,77.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,vosk,6,speech_pipeline,21,21,14.761904761904763,8.324936070345952,60.741051,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,faster_whisper,6,speech_pipeline,3,3,11.666666666666666,16.62148935959596,28.556059,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,faster_whisper,6,speech_pipeline,10,10,10.8,15.323748863086635,42.560376,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,audio_variant,piper,vosk,6,speech_pipeline,21,21,15.380952380952381,5.783057813539086,15.636673,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,1,natural_language_generation,21,21,10.80952380952381,19.191037958192364,32.018101,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,1,natural_language_generation,3,3,10.333333333333334,21.91990909401709,31.055991,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,1,natural_language_generation,21,21,10.714285714285714,34.71002893536522,115.57473,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,1,natural_language_generation,10,10,10.5,40.387662629534354,196.751758,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,2,text_to_speech,21,21,10.80952380952381,0.7656779254115911,2.538767,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,2,text_to_speech,3,3,10.333333333333334,0.8393477065527065,1.399172,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,2,text_to_speech,21,21,10.714285714285714,1.3102422015793174,2.933918,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,2,text_to_speech,10,10,10.5,1.5017323237776112,14.636785,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,3,automatic_speech_recognition,21,21,10.80952380952381,0.01876325579752205,0.216779,1.0,0.0,19.0,18.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,3,automatic_speech_recognition,3,3,10.333333333333334,0.02212336182336182,0.035494,1.0,0.0,1.0,1.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,3,automatic_speech_recognition,21,21,10.714285714285714,0.02919941207525418,0.074021,1.0,0.0,21.0,18.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,3,automatic_speech_recognition,10,10,10.5,0.13028217389554891,4.61257,1.0,0.0,3.0,29.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,4,natural_language_understanding,21,21,4.904761904761905,0.003081108994708995,0.026746,,0,0,0,0.9138888888888889,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,4,natural_language_understanding,3,3,4.666666666666667,0.0026550833333333335,0.007354,,0,0,0,0.8333333333333334,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,4,natural_language_understanding,21,21,4.857142857142857,0.00561165604686319,0.03166,,0,0,0,0.9261526832955405,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,4,natural_language_understanding,10,10,4.9,0.005267362142857143,0.026694,,0,0,0,0.89,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,5,dialogue_management,21,21,4.904761904761905,0.00350243664021164,0.008877,,0,0,0,,88.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,5,dialogue_management,3,3,4.666666666666667,0.003800944444444445,0.007647,,0,0,0,,11.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,5,dialogue_management,21,21,4.857142857142857,0.006745986167800454,0.013902,,0,0,0,,89.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,5,dialogue_management,10,10,4.9,0.006077347142857143,0.012955,,0,0,0,,36.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,6,speech_pipeline,21,21,10.80952380952381,0.7848537040966144,2.570688,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,6,speech_pipeline,3,3,10.333333333333334,0.8619272336182336,1.429087,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,vosk,6,speech_pipeline,21,21,10.714285714285714,1.340115109039109,2.984193,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-0.5B-Instruct,small,text_only,piper,faster_whisper,6,speech_pipeline,10,10,10.5,1.632642822860473,19.250098,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,1,natural_language_generation,9,9,9.555555555555555,95.6163000139968,760.416633,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,2,text_to_speech,9,9,9.555555555555555,2.4358217080311664,5.637732,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,3,automatic_speech_recognition,9,9,9.555555555555555,4.914132302123802,8.73908,1.0,0.0,80.0,14.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,4,natural_language_understanding,9,9,4.333333333333333,0.00678464074074074,0.026139,,0,0,0,0.9777777777777779,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,5,dialogue_management,9,9,4.333333333333333,0.7477138314814815,4.854698,,0,0,0,,36.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,audio_variant,piper,faster_whisper,6,speech_pipeline,9,9,9.555555555555555,7.352745230682897,13.853398,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,1,natural_language_generation,9,9,9.666666666666666,53.007098975653975,207.331833,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,2,text_to_speech,9,9,9.666666666666666,1.4817552624535957,2.498991,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,3,automatic_speech_recognition,9,9,9.666666666666666,0.03288111732711733,0.19305,1.0,0.0,3.0,3.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,4,natural_language_understanding,9,9,4.333333333333333,0.005173224074074074,0.01476,,0,0,0,0.9777777777777779,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,5,dialogue_management,9,9,4.333333333333333,0.16516309814814814,4.057294,,0,0,0,,37.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-1.5B-Instruct,small,text_only,piper,faster_whisper,6,speech_pipeline,9,9,9.666666666666666,1.51548218000518,2.542984,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,1,natural_language_generation,21,21,15.142857142857142,24.08387260273255,84.650468,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,1,natural_language_generation,3,3,11.666666666666666,36.556984517845116,80.760905,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,1,natural_language_generation,21,21,14.80952380952381,20.04784380214139,83.003873,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,1,natural_language_generation,10,10,10.8,48.21758302704934,251.256158,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,2,text_to_speech,21,21,15.142857142857142,6.205634997136197,13.149188,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,2,text_to_speech,3,3,11.666666666666666,6.682702453872054,11.66074,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,2,text_to_speech,21,21,14.80952380952381,2.4488577611410776,11.343741,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,2,text_to_speech,10,10,10.8,10.271891241210179,152.408367,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,3,automatic_speech_recognition,21,21,15.142857142857142,1.1388463838893077,4.040106,1.0,0.0,746.0,137.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,3,automatic_speech_recognition,3,3,11.666666666666666,9.183839892255891,14.068968,1.0,0.0,27.0,8.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,3,automatic_speech_recognition,21,21,14.80952380952381,1.6966974335745955,4.712309,1.0,0.0,779.0,130.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,3,automatic_speech_recognition,10,10,10.8,14.116512503632478,566.840117,1.0,0.0,63.0,30.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,4,natural_language_understanding,21,21,7.238095238095238,0.0016264337490551775,0.010155,,0,0,0,0.5915532879818594,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,4,natural_language_understanding,3,3,5.333333333333333,0.0022950428571428573,0.007714,,0,0,0,0.8333333333333334,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,4,natural_language_understanding,21,21,7.0476190476190474,0.0028598099206349208,0.016367,,0,0,0,0.6669501133786848,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,4,natural_language_understanding,10,10,5.0,0.0040998350000000005,0.041652,,0,0,0,0.875,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,5,dialogue_management,21,21,7.238095238095238,0.001748419916855631,0.008459,,0,0,0,,72.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,5,dialogue_management,3,3,5.333333333333333,0.002919497619047619,0.007933,,0,0,0,,11.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,5,dialogue_management,21,21,7.0476190476190474,0.0033340915532879814,0.013066,,0,0,0,,76.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,5,dialogue_management,10,10,5.0,0.00436305,0.010458,,0,0,0,,37.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,6,speech_pipeline,21,21,15.142857142857142,8.538010883500224,19.364588,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,6,speech_pipeline,3,3,11.666666666666666,17.30252808956229,27.506861,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,vosk,6,speech_pipeline,21,21,14.80952380952381,6.13689757910849,18.865979,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,audio_variant,piper,faster_whisper,6,speech_pipeline,10,10,10.8,26.02564637260101,729.566952,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,1,natural_language_generation,21,21,10.80952380952381,39.83436416935547,92.581388,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,1,natural_language_generation,3,3,10.333333333333334,42.300118669515676,81.73629,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,1,natural_language_generation,21,21,10.714285714285714,42.500771041005386,87.244336,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,1,natural_language_generation,10,10,10.4,45.32034352380536,162.212506,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,2,text_to_speech,21,21,10.80952380952381,0.8157083169097843,2.005746,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,2,text_to_speech,3,3,10.333333333333334,0.8811713447293448,1.683648,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,2,text_to_speech,21,21,10.714285714285714,1.4824291741809847,4.797485,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,2,text_to_speech,10,10,10.4,1.028033406536519,5.205291,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,3,automatic_speech_recognition,21,21,10.80952380952381,0.016177984616232294,0.034569,1.0,0.0,19.0,18.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,3,automatic_speech_recognition,3,3,10.333333333333334,0.021793521367521367,0.03365,1.0,0.0,1.0,1.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,3,automatic_speech_recognition,21,21,10.714285714285714,0.03574342537540433,0.225033,1.0,0.0,19.0,18.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,3,automatic_speech_recognition,10,10,10.4,0.028321226214063716,0.153407,1.0,0.0,1.0,30.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,4,natural_language_understanding,21,21,4.904761904761905,0.003152614947089947,0.017725,,0,0,0,0.9138888888888889,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,4,natural_language_understanding,3,3,4.666666666666667,0.0024399444444444447,0.006829,,0,0,0,0.8333333333333334,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,4,natural_language_understanding,21,21,4.857142857142857,0.005912806386999244,0.034616,,0,0,0,0.9113378684807257,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,4,natural_language_understanding,10,10,4.8,0.003815428333333333,0.021852,,0,0,0,0.875,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,5,dialogue_management,21,21,4.904761904761905,0.00374773082010582,0.008608,,0,0,0,,88.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,5,dialogue_management,3,3,4.666666666666667,0.003567833333333333,0.007781,,0,0,0,,11.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,5,dialogue_management,21,21,4.857142857142857,0.007047006538170824,0.021227,,0,0,0,,87.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,5,dialogue_management,10,10,4.8,0.004933911666666667,0.012224,,0,0,0,,35.0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,6,speech_pipeline,21,21,10.80952380952381,0.8323049311709961,2.036317,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,6,speech_pipeline,3,3,10.333333333333334,0.9034109971509973,1.715358,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,vosk,6,speech_pipeline,21,21,10.714285714285714,1.5188579736263736,5.02251,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,TinyLlama-1.1B-Chat-v1.0,small,text_only,piper,faster_whisper,6,speech_pipeline,10,10,10.4,1.0568791877331,5.222975,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,1,natural_language_generation,21,21,13.619047619047619,69.90970214936404,329.04552,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,1,natural_language_generation,3,3,11.0,124.35661902849002,333.454447,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,1,natural_language_generation,20,20,15.1,30.601085808331185,103.272321,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,1,natural_language_generation,10,10,10.8,82.94119244554196,332.046705,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,2,text_to_speech,21,21,13.619047619047619,2.792953968715505,9.050928,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,2,text_to_speech,3,3,11.0,2.842753701372702,5.701192,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,2,text_to_speech,20,20,15.1,1.967925493204557,36.561473,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,2,text_to_speech,10,10,10.8,4.676512281468531,17.784062,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,3,automatic_speech_recognition,21,21,13.619047619047619,1.2872634222800388,4.115862,1.0,0.0,692.0,119.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
tinyllama,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,3,automatic_speech_recognition,3,3,11.0,10.532711055167056,16.420368,1.0,0.0,20.0,5.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,vosk,3,automatic_speech_recognition,20,20,15.1,1.7045829169358808,8.086066,1.0,0.0,736.0,119.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Phi-3-mini-4k-instruct,medium,audio_variant,piper,faster_whisper,3,automatic_speech_recognition,10,10,10.8,6.692582391520979,18.550872,1.0,0.0,82.0,26.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
