source_run,condition_id,condition_state,run_type,turn,speaker,listener,intended_text,tts_text,asr_raw_text,understood_text,misinterpretation_count,correction_count,pipeline_ok,tts_latency_sec,asr_latency_sec,pipeline_latency_sec,nlu_route_valid,nlu_route_reaches_goal
20260714_030948_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-T,completed,text_only,11,Agent A,Agent B,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,0,0,True,0.619501,0.018821,0.638733,,
20260714_030948_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-T,completed,text_only,12,Agent B,Agent A,"Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. 41 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. 41 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. 41 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. 41 minutes, 2 changes. Transfer miss risk is medium.",0,0,True,1.181625,0.02612,1.208174,True,True
20260714_030948_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-T,completed,text_only,13,Agent A,Agent B,"The earlier route also fits. Thanks, I'll take that.","okay, The earlier route also fits. Thanks, I'll take that.","okay, The earlier route also fits. Thanks, I'll take that.","okay, The earlier route also fits. Thanks, I'll take that.",0,0,True,0.600254,0.016826,0.617484,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,1,Agent A,Agent B,I'm starting at station Bravo at 08:07. I need to take transit lines to Harbor. Which lines should I take?,"um, Okay, I'm starting at station Bravo at eight oh seven. let me see, I need to take transit lines to Harbor. Which lines should I take?",i'm okay i'm starting at station's bravo with eight oh seven let me see i need to take transit lines to harbor which lines should i take,i'm okay i'm starting at station's bravo with eight oh seven let me see i need to take transit lines to harbor which lines should i take,3,0,True,8.635687,1.679567,12.59796,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,2,Agent B,Agent A,"Take tram line T1 from Bravo to Delta; tram T6 from Delta to Harbor. 31 minutes, 1 changes.","Take tram line T1 from Bravo to Delta; tram T6 from Delta to Harbor. 31 minutes, 1 changes.",take strong line t one from bravo to delta from t six from delta to harvard thirty one minutes one changes,take strong line t one from bravo to delta from t six from delta to harvard thirty one minutes one changes,5,0,True,6.085354,0.965305,8.983972,True,False
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,3,Agent A,Agent B,That does not reach Harbor yet. What is the next connected segment?,"okay, That does not reach Harbor yet. okay, What is the next connected segment?",okay that does not reach harbor yet okay what is the next connected segment,okay that does not reach harbor yet okay what is the next connected segment,0,0,True,3.914036,0.777185,6.093464,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,4,Agent B,Agent A,"Take bus line B4 from Bravo to Hotel; metro M1 from Hotel to Juliett; tram T6 from Juliett to Harbor. 37 minutes, 2 changes.","um, Take bus line B4 from Bravo to Hotel; metro M1 from H-Hotel to Juliett; tram T6 from Juliett to Harbor. 37 minutes, 2 changes.",take first line before from bravo to hotel metro m one from a hotel to juliet trump t six from juliet to harbor thirty seven minutes to changes,take first line before from bravo to hotel metro M1 from a hotel to Juliett trump t six from Juliett to harbor thirty seven minutes to changes,9,3,True,7.639506,1.264888,11.650007,True,True
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,5,Agent A,Agent B,I heard 'm one'. Did you mean 'M1'?,I heard 'm one'. Did you mean 'M1'?,i heard him one did you mean and one,i heard him one did you mean and one,2,0,True,2.970321,0.514155,4.131455,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,6,Agent B,Agent A,"Yes, I meant and one.","Yes, I meant and one.",yes i meant and one,yes i meant and one,0,0,True,1.972909,0.473069,3.106157,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,7,Agent A,Agent B,That route and timing work. Can you make it not near capacity?,"um, That route and timing work. um, Can you make i-it not near capacity?",that route and timing work on can you make i'm not near capacity,that route and timing work on can you make i'm not near capacity,3,0,True,3.347535,0.758135,5.482294,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,8,Agent B,Agent A,"Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. 41 minutes, 2 changes. It is not near capacity.","let me see, Take tram line T1 from Bravo to Alpha; tram T5 from Alpha to Elm; tram T1 from Elm to Harbor. okay, 41 minutes, 2 changes. um, It is not near capacity.",let me see take for emmeline t one from bravo to elbow twenty five from l for to will have twenty one from l to harbor okay forty one minutes to change his own it is not your capacity,let me see take for emmeline t one from bravo to elbow twenty five from l for to will have twenty one from l to harbor okay forty one minutes to change his own it is not your capacity,8,0,True,6.802498,1.407445,11.317357,True,True
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,9,Agent A,Agent B,That meets the current requirement. Can you make it with lower delay risk?,"That meets the current requirement. um, Can y-you make it with lower delay risk?",that meets the current requirement on can why you make it with lower delay risk,that meets the current requirement on can why you make it with lower delay risk,2,0,True,3.849822,0.742415,5.71754,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,10,Agent B,Agent A,"Take tram line T1 from Bravo to Juliett; tram T6 from Juliett to Harbor. 43 minutes, 1 changes. Delay risk is high.","Take tram line T1 from Bravo to Juliett; tram T6 from Juliett to Harbor. okay, 43 minutes, 1 changes. let me see, Delay risk is high.",the tram lengthy one from bravo to juliet twenty six from juliet harbor okay forty three minutes one changes let me see the lady risk is high,the tram lengthy one from bravo to Juliett twenty six from Juliett harbor okay forty three minutes one changes let me see the lady risk is high,7,2,True,5.434854,1.181756,9.146193,True,True
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,11,Agent A,Agent B,I heard 'juliet'. Did you mean 'Juliett'?,I heard 'juliet'. Did you mean 'Juliett'?,i heard julia did you mean juliet,i heard julia did you mean Juliett,2,1,True,2.631067,0.469232,3.776902,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,12,Agent B,Agent A,"Yes, I meant Juliett.","Yes, I meant Juliett.",yes i mentioned yet,yes i mentioned yet,1,0,True,1.96722,0.38645,2.789049,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,13,Agent A,Agent B,I need the actual route to Harbor. Give connected boarding stations.,"okay, I need the actual route to Harbor. Give connected boarding stations.",okay i need the actual wrote a harvard give connected boarding stations,okay i need the actual route a harvard give connected boarding station,1,2,True,4.642942,0.754195,6.603472,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,14,Agent B,Agent A,"Take tram line T1 from Bravo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper; bus B1 from Jasper to Harbor. 53 minutes, 3 changes.","okay, Take tram line T1 from Bravo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper; bus B1 from Jasper to Harbor. 53 minutes, 3 changes.",okay take tramline t one from bravo to echo walk seven minutes from echo to foxtrot metro m one from foxtrot to jasper was be one from jasper to harbor fifty three minutes three changes,okay take tramline t one from bravo to echo walk seven minutes from echo to foxtrot metro M1 from foxtrot to jasper was be one from jasper to harbor fifty three minutes three changes,6,1,True,7.727919,1.509439,12.49942,True,True
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,15,Agent A,Agent B,The earlier route fits. Can you make it with safer transfer timing?,"The earlier route fits. okay, Can you make it with safer transfer timing?",the earlier outfits okay can you make it would save for transfer timing,the earlier outfits okay can you make it would save for transfer timing,2,0,True,3.659603,0.71819,5.487266,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,16,Agent B,Agent A,I have no new distinct viable route. The best earlier route still fits the current request.,"let me see, I have no new distinct viable route. um, The best earlier route still fits the current request.",that we'd see i have no new distinct rebel route on the best earlier rough still fits the current request,that we'd see i have no new distinct rebel route on the best earlier still fits the current request,4,0,True,4.113626,0.97039,6.935881,False,False
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,17,Agent A,Agent B,I am not ready to choose yet. Please satisfy the current route requirement first.,"I am um, not ready to choose yet. Please satisfy the current route requirement first.",i am i'm not ready to choose yet satisfy the current route requirement first,i am i'm not ready to choose yet satisfy the current route requirement first,2,0,True,6.078022,0.847178,8.241571,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,18,Agent B,Agent A,I have no new distinct viable route. The best earlier route still fits the current request.,"okay, I have no new distinct viable route. um, The best earlier route still fits the current request.",okay i have no new distinct level wrote on the best earlier ralph still fits the current request,okay i have no new distinct level route on the best earlier ralph still fits the current request,2,1,True,4.524292,0.945827,7.516676,False,False
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,19,Agent A,Agent B,I heard 'wrote'. Did you mean 'route'?,I heard 'wrote'. Did you mean 'route'?,i heard wrote did you mean ralph,i heard route did you mean ralph,2,1,True,2.866594,0.427694,3.876375,,
20260714_031007_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-5d0964458b-A,completed,audio_variant,20,Agent B,Agent A,"Yes, I meant ralph.","Yes, I meant ralph.",yes i meant row,yes i meant row,1,0,True,1.788435,0.383995,2.576101,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,1,Agent A,Agent B,I'm starting at station Echo at 12:18. I need to take transit lines to Zulu. Which lines should I take?,I'm starting at station Echo at twelve eighteen. I need to take transit lines to Zulu. Which lines should I take?,I'm starting at station Echo at twelve eighteen. I need to take transit lines to Zulu. Which lines should I take?,I'm station at station Echo at twelve eighteen. I need to take transit lines to Zulu. Which lines should I take?,0,1,True,0.573312,0.031174,0.605124,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,2,Agent B,Agent A,"Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.",0,0,True,1.315532,0.022903,1.338894,True,True
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,3,Agent A,Agent B,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,0,0,True,0.73652,0.014998,0.751867,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,4,Agent B,Agent A,"Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.",0,0,True,1.159328,0.022367,1.182099,True,True
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,5,Agent A,Agent B,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,0,0,True,1.027903,0.022945,1.051342,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,6,Agent B,Agent A,"Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.",0,0,True,0.893791,0.016956,0.911193,True,True
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,7,Agent A,Agent B,"That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.",0,0,True,0.678236,0.020379,0.699053,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,8,Agent B,Agent A,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,0,0,True,0.817249,0.021674,0.839378,False,False
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,9,Agent A,Agent B,That fits. Can you make it with no more than 10 minutes of walking?,That fits. Can you make it with no more than 10 minutes of walking?,That fits. Can you make it with no more than 10 minutes of walking?,That fits. Can you make it with no more than 10 minutes of walking?,0,0,True,0.732581,0.016888,0.749764,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,10,Agent B,Agent A,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,0,0,True,0.810971,0.022455,0.833859,False,False
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,11,Agent A,Agent B,That route still fits. Compare one distinct viable alternative before I choose.,That route still fits. Compare one distinct viable alternative before I choose.,That route still fits. Compare one distinct viable alternative before I choose.,That route still fits. Compare one distinct viable alternative before I choose.,0,0,True,0.624816,0.021427,0.646475,,
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,12,Agent B,Agent A,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,I have no new distinct viable route. The best earlier route still fits the current request.,0,0,True,0.783986,0.020306,0.804736,False,False
20260714_031810_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-T,completed,text_only,13,Agent A,Agent B,I will stop here; we are repeating the same information without improving the route.,I will stop here; we are repeating the same information without improving the route.,I will stop here; we are repeating the same information without improving the route.,I will stop here; we are repeating the same information without improving the route.,0,0,True,0.697047,0.018662,0.71597,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,1,Agent A,Agent B,I'm starting at station Echo at 12:18. I need to take transit lines to Zulu. Which lines should I take?,I'm starting at station Echo at twelve eighteen. I need to take transit lines to Zulu. Which lines should I take?,I'm starting at station Echo at 1218. I need to take transit lines to Zulu. Which lines should I take?,I'm station at station Echo at 1218. I need to take transit lines to Zulu. Which lines should I take?,1,1,True,12.803666,13.182938,25.987734,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,2,Agent B,Agent A,"Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take tram line T1 from Echo to India; metro M3 from India to Aster; metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take Tram Line T1 from Echo to India. Metro M3 from India to Aster. Metro M1 from Aster to Zulu. 28 minutes, 2 changes.","Take Tram Line T1 from Echo to India. Metro M3 from India to Aster. Metro M1 from Aster to Zulu. 28 minutes, 2 changes.",0,0,True,7.231992,9.814589,17.047,True,True
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,3,Agent A,Agent B,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,That route and timing work. Can you make it with safer transfer timing?,0,0,True,7.052618,8.624099,15.67719,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,4,Agent B,Agent A,"Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transfer miss risk is medium.","Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. Transformers risk is medium.","Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes. transfer risk is medium.",1,1,True,11.785844,12.085382,23.871639,True,True
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,5,Agent A,Agent B,I heard 'Transformers'. Did you mean 'transfer'?,I heard 'Transformers'. Did you mean 'transfer'?,I heard transformers. Did you mean transfer?,I heard transfer. Did you mean transfer?,2,1,True,4.489269,6.408872,10.898383,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,6,Agent B,Agent A,"Yes, I meant transfer.","Yes, I meant transfer.","Yes, I meant transfer.","Yes, I meant transfer.",0,0,True,2.303547,5.808007,8.11178,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,7,Agent A,Agent B,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,The earlier route fits. Can you make it using only my metro and tram tickets; I cannot take bus?,The earlier route fits. Can you make it using only my metro and tram tickets? I cannot take bus.,The earlier route fits. Can you make it using only my metro and tram tickets? I cannot take bus.,0,0,True,6.832272,7.66413,14.496745,,
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,8,Agent B,Agent A,"Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.","Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Zulu. 31 minutes, 1 changes.",0,0,True,5.941467,8.263341,14.205142,True,True
20260714_031937_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-67287dc561-A,completed,audio_variant,9,Agent A,Agent B,"That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.","That reaches the destination, but I need the total time before checking preferences.",0,0,True,3.490876,6.903099,10.394305,,
