source_run,source_path,condition_id,condition_state,run_type,pair_id,model_comparison_condition_key,scenario_key,persona_key,speech_pattern_key,speech_performance_band,agent_a_type,agent_a_audio_persona,agent_b_audio_persona,agent_b_model,agent_b_llm_size,agent_b_model_role,model_param_key,objective_mode,iteration,tts_engine,asr_engine,asr_beam_size,network_seed,transfer_tolerance,dialogue_stagnation_limit,outcome,task_success,stop_reason,route_valid,destination_reached,route_duration_min,duration_limit_min,optimal_duration_min,duration_gap_min,constraints_satisfied,constraints_total,candidates_compared,route_revisions,turn_count,runtime_sec,selected_route,optimal_route,source_event_file
20260713_124003_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_124003_b-n0001,C-HA-DST-CLEAN-PIP-FWH-Q05-PCC-SML-I0-f89fe48eac-T,completed,text_only,P-f89fe48eac,MC-201267f46eda,hospital_appointment,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,123,,,satisfied,True,agent_a_closed,True,True,29.0,43.0,29.0,0.0,3,3,4.0,0.0,11.0,505.6,"Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy","Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_124003_b-n0001/runtime_events.jsonl
20260713_124937_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_124937_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-T,completed,text_only,P-fa86dd96ff,MC-5f1b811df565,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,11.0,638.95,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_124937_b-n0001/runtime_events.jsonl
20260713_125125_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_125125_b-n0001,C-HA-DST-CLEAN-PIP-FWH-Q05-PCC-SML-I0-f89fe48eac-A,completed,audio_variant,P-f89fe48eac,MC-28bae469ea57,hospital_appointment,delay_sensitive_traveler,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,123,,,satisfied,True,agent_a_closed,True,True,29.0,43.0,29.0,0.0,3,3,4.0,0.0,11.0,489.51,"Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy","Alpha (T4 : Mike) -> Sierra (M1 : Yankee, Zulu, Aster, Birch, Cedar) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_125125_b-n0001/runtime_events.jsonl
20260713_130331_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130331_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-T,completed,text_only,P-fa86dd96ff,MC-5f1b811df565,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,11.0,429.49,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130331_b-n0001/runtime_events.jsonl
20260713_130359_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130359_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-A,completed,audio_variant,P-fa86dd96ff,MC-9eab943ea90b,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,1.0,11.0,507.8,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_130359_b-n0001/runtime_events.jsonl
20260713_131414_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131414_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-Q05-PCP-SML-I0-fa86dd96ff-A,completed,audio_variant,P-fa86dd96ff,MC-9eab943ea90b,hospital_appointment,multi_stop_errand_runner,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,34.0,46.0,31.0,3.0,3,3,4.0,0.0,11.0,482.65,"Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove, Harbor) -> Ivy","Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T4 : Flint, Grove, Harbor) -> Ivy",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131414_b-n0001/runtime_events.jsonl
20260713_131635_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131635_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-T,completed,text_only,P-4a161002d7,MC-0390d7f4eb99,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,unsatisfied,False,stagnation_limit,True,False,44.0,40.0,27.0,17.0,,,1.0,0.0,13.0,75.48,Delta (walk: 8 min) -> Echo (M1 : Jasper) -> Ivy (walk: 7 min) -> Harbor (walk: 8 min) -> Grove,"Delta (T1) -> Hotel (M1 : India, Oscar, Papa) -> Quebec",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_131635_b-n0001/runtime_events.jsonl
20260713_132125_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132125_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-A,completed,audio_variant,P-4a161002d7,MC-7b1e93f822d6,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,unsatisfied,False,stagnation_limit,True,False,44.0,40.0,27.0,17.0,,,1.0,0.0,13.0,243.69,Delta (walk: 8 min) -> Echo (M1 : Jasper) -> Ivy (walk: 7 min) -> Harbor (walk: 8 min) -> Grove,"Delta (T1) -> Hotel (M1 : India, Oscar, Papa) -> Quebec",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132125_b-n0001/runtime_events.jsonl
20260713_132612_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132612_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-T,completed,text_only,P-4a161002d7,MC-0390d7f4eb99,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,unsatisfied,False,turn_limit,True,False,44.0,40.0,27.0,17.0,,,1.0,0.0,14.0,77.98,Delta (walk: 8 min) -> Echo (M1 : Jasper) -> Ivy (walk: 7 min) -> Harbor (walk: 8 min) -> Grove,"Delta (T1) -> Hotel (M1 : India, Oscar, Papa) -> Quebec",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132612_b-n0001/runtime_events.jsonl
20260713_132900_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132900_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-T,completed,text_only,P-079914e0c5,MC-969326b47088,airport_connection,risk_averse_novice,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,37.0,49.0,33.0,4.0,3,3,4.0,0.0,11.0,470.11,"Bravo (T2) -> Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove) -> Harbor","Bravo (T1 : Charlie) -> Delta (T6 : Juliett, Victor) -> Harbor",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_132900_b-n0001/runtime_events.jsonl
20260713_133109_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_133109_b-n0001,C-MDE-DST-HESIT-PIP-FWH-Q05-PAP-SML-I0-4a161002d7-A,completed,audio_variant,P-4a161002d7,MC-7b1e93f822d6,multi_destination_errands,delay_sensitive_traveler,hesitant,challenging,userlm,degraded_caller,degraded_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,6,123,,,unsatisfied,False,stagnation_limit,True,False,44.0,40.0,27.0,17.0,,,1.0,0.0,13.0,305.76,Delta (walk: 8 min) -> Echo (M1 : Jasper) -> Ivy (walk: 7 min) -> Harbor (walk: 8 min) -> Grove,"Delta (T1) -> Hotel (M1 : India, Oscar, Papa) -> Quebec",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_133109_b-n0001/runtime_events.jsonl
20260713_142256_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_142256_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-T,not_started,text_only,P-079914e0c5,MC-969326b47088,airport_connection,risk_averse_novice,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_142458_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_142458_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-A,not_started,audio_variant,P-079914e0c5,MC-862e7d2d0e8e,airport_connection,risk_averse_novice,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211034_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211034_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-Q05-PAP-SML-I0-079914e0c5-A,completed,audio_variant,P-079914e0c5,MC-862e7d2d0e8e,airport_connection,risk_averse_novice,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,satisfied,True,agent_a_closed,True,True,37.0,49.0,33.0,4.0,3,3,4.0,0.0,11.0,1032.35,"Bravo (T2) -> Alpha (T5 : Mike, Sierra, Yankee) -> Elm (T1 : Flint, Grove) -> Harbor","Bravo (T1 : Charlie) -> Delta (T6 : Juliett, Victor) -> Harbor",/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211034_b-n0001/runtime_events.jsonl
20260713_211034_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211034_b-n0001_02,C-LE-AR-CLEAN-PIP-FWH-Q05-PCP-SML-I0-90a298e3d5-T,not_started,text_only,P-90a298e3d5,MC-56cacd79258b,late_event,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211035_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211035_b-n0001,C-MPCC-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-34919554c9-T,not_started,text_only,P-34919554c9,MC-88c4b0457130,morning_peak_cross_city,crowd_averse_rider,mostly_clean,nominal,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,77,,,,,,,,,,,,,,,,,,,,
20260713_211105_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211105_b-n0001,C-MPCC-CAR-MC-PIP-FWH-Q05-PSS-SML-I0-34919554c9-A,not_started,audio_variant,P-34919554c9,MC-935c0d1a9372,morning_peak_cross_city,crowd_averse_rider,mostly_clean,nominal,userlm,neutral_caller,clear_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,11,77,,,,,,,,,,,,,,,,,,,,
20260713_211106_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211106_b-n0001,C-LE-AR-CLEAN-PIP-FWH-Q05-PCP-SML-I0-90a298e3d5-A,not_started,audio_variant,P-90a298e3d5,MC-5b5951c7d160,late_event,accessibility_rider,clean,ceiling,userlm,high_clarity_caller,high_clarity_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,greedy,shortest_valid_route_with_constraints,0,piper,faster_whisper,16,42,,,,,,,,,,,,,,,,,,,,
20260713_211137_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/01-small-qwen2.5-0.5b/userlm/20260713_211137_b-n0001,C-HA-CAR-SC-PIP-FWH-Q05-PAP-SML-I0-24f90b9993-T,not_started,text_only,P-24f90b9993,MC-3f927d33f2cb,hospital_appointment,crowd_averse_rider,severe_channel,floor,userlm,barely_understandable_caller,barely_understandable_operator,Qwen2.5-0.5B-Instruct,small,pressure_small_qwen,temp0.7,shortest_valid_route_with_constraints,0,piper,faster_whisper,1,77,,,,,,,,,,,,,,,,,,,,
