job_name,job_path,job_group,coverage_strategy,result_group,generated_sequence,valid_sequence,stage_viable,invalid_stage_count,invalid_stages,valid_stage_count,total_stage_count,condition_id,pair_id,run_type,agent_a_type,agent_b_plugin,agent_b_model,agent_b_llm_size,agent_b_model_slot,agent_b_model_role,matrix_family,model_profile,model_provider,test_case_key,scenario_key,start_station,destination_station,start_time_min,persona_key,agent_a_audio_persona,agent_b_audio_persona,speech_pattern_key,configured_tts_engine,effective_tts_engine,configured_asr_engine,effective_asr_engine,asr_beam_size,network_seed,speech_performance_band,speech_performance_rank,model_param_key,objective_mode,iteration,dialogue_stagnation_limit,transfer_tolerance,channel_noise_snr_db,channel_gain_db,channel_clip_threshold,channel_dropout_rate,parameter_values_json
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,38,28,True,0,,4,4,C-MPCC-FC-SC-PIP-VOS-GG22I-DEFAU-MED-I0-368ff556e2-A,P-368ff556e2,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,focused_commuter,barely_understandable_caller,barely_understandable_operator,severe_channel,piper,piper,vosk,vosk,1,42,floor,0,greedy,shortest_valid_route_with_constraints,0,2,1,5.0,-12.0,0.35,0.15,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 1, ""asr_domain_normalization_enabled"": false, ""asr_domain_similarity_threshold"": 0.98, ""channel_clip_threshold"": 0.35, ""channel_dropout_rate"": 0.15, ""channel_gain_db"": -12.0, ""channel_noise_snr_db"": 5.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 10.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""floor"", ""speech_performance_profile_key"": ""floor"", ""speech_performance_rank"": 0, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,39,29,True,0,,4,4,C-MPCC-CAR-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-f3db2e30f6-T,P-f3db2e30f6,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,high_clarity_caller,high_clarity_operator,clean,piper,file,vosk,file,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,40,30,True,0,,4,4,C-MPCC-CAR-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-f3db2e30f6-A,P-f3db2e30f6,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,high_clarity_caller,high_clarity_operator,clean,piper,piper,vosk,vosk,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,41,31,True,0,,4,4,C-MPCC-CAR-HESIT-PIP-VOS-GG22I-DEFAU-MED-I0-a3acdb69a2-T,P-a3acdb69a2,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,degraded_caller,degraded_operator,hesitant,piper,file,vosk,file,6,42,challenging,1,greedy,shortest_valid_route_with_constraints,0,2,1,15.0,-6.0,0.7,0.04,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 6, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.92, ""channel_clip_threshold"": 0.7, ""channel_dropout_rate"": 0.04, ""channel_gain_db"": -6.0, ""channel_noise_snr_db"": 15.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 16.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""challenging"", ""speech_performance_profile_key"": ""challenging"", ""speech_performance_rank"": 1, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,42,32,True,0,,4,4,C-MPCC-CAR-HESIT-PIP-VOS-GG22I-DEFAU-MED-I0-a3acdb69a2-A,P-a3acdb69a2,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,degraded_caller,degraded_operator,hesitant,piper,piper,vosk,vosk,6,42,challenging,1,greedy,shortest_valid_route_with_constraints,0,2,1,15.0,-6.0,0.7,0.04,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 6, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.92, ""channel_clip_threshold"": 0.7, ""channel_dropout_rate"": 0.04, ""channel_gain_db"": -6.0, ""channel_noise_snr_db"": 15.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 16.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""challenging"", ""speech_performance_profile_key"": ""challenging"", ""speech_performance_rank"": 1, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,43,33,True,0,,4,4,C-MPCC-CAR-SC-PIP-VOS-GG22I-DEFAU-MED-I0-aef7745040-T,P-aef7745040,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,barely_understandable_caller,barely_understandable_operator,severe_channel,piper,file,vosk,file,1,42,floor,0,greedy,shortest_valid_route_with_constraints,0,2,1,5.0,-12.0,0.35,0.15,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 1, ""asr_domain_normalization_enabled"": false, ""asr_domain_similarity_threshold"": 0.98, ""channel_clip_threshold"": 0.35, ""channel_dropout_rate"": 0.15, ""channel_gain_db"": -12.0, ""channel_noise_snr_db"": 5.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 10.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""floor"", ""speech_performance_profile_key"": ""floor"", ""speech_performance_rank"": 0, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,44,34,True,0,,4,4,C-MPCC-CAR-SC-PIP-VOS-GG22I-DEFAU-MED-I0-aef7745040-A,P-aef7745040,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,crowd_averse_rider,barely_understandable_caller,barely_understandable_operator,severe_channel,piper,piper,vosk,vosk,1,42,floor,0,greedy,shortest_valid_route_with_constraints,0,2,1,5.0,-12.0,0.35,0.15,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 1, ""asr_domain_normalization_enabled"": false, ""asr_domain_similarity_threshold"": 0.98, ""channel_clip_threshold"": 0.35, ""channel_dropout_rate"": 0.15, ""channel_gain_db"": -12.0, ""channel_noise_snr_db"": 5.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 10.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""floor"", ""speech_performance_profile_key"": ""floor"", ""speech_performance_rank"": 0, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,45,35,True,0,,4,4,C-MPCC-DST-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-a4bfc6e3bd-T,P-a4bfc6e3bd,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,high_clarity_caller,high_clarity_operator,clean,piper,file,vosk,file,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,46,36,True,0,,4,4,C-MPCC-DST-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-a4bfc6e3bd-A,P-a4bfc6e3bd,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,high_clarity_caller,high_clarity_operator,clean,piper,piper,vosk,vosk,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,47,37,True,0,,4,4,C-MPCC-DST-MC-PIP-VOS-GG22I-DEFAU-MED-I0-2fd986909d-T,P-2fd986909d,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,neutral_caller,clear_operator,mostly_clean,piper,file,vosk,file,11,42,nominal,2,greedy,shortest_valid_route_with_constraints,0,2,1,30.0,-2.0,0.95,0.005,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 11, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.86, ""channel_clip_threshold"": 0.95, ""channel_dropout_rate"": 0.005, ""channel_gain_db"": -2.0, ""channel_noise_snr_db"": 30.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 22.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""nominal"", ""speech_performance_profile_key"": ""nominal"", ""speech_performance_rank"": 2, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,48,38,True,0,,4,4,C-MPCC-DST-MC-PIP-VOS-GG22I-DEFAU-MED-I0-2fd986909d-A,P-2fd986909d,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,neutral_caller,clear_operator,mostly_clean,piper,piper,vosk,vosk,11,42,nominal,2,greedy,shortest_valid_route_with_constraints,0,2,1,30.0,-2.0,0.95,0.005,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 11, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.86, ""channel_clip_threshold"": 0.95, ""channel_dropout_rate"": 0.005, ""channel_gain_db"": -2.0, ""channel_noise_snr_db"": 30.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 22.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""nominal"", ""speech_performance_profile_key"": ""nominal"", ""speech_performance_rank"": 2, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,49,39,True,0,,4,4,C-MPCC-DST-SC-PIP-VOS-GG22I-DEFAU-MED-I0-c6d6fc19f5-T,P-c6d6fc19f5,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,barely_understandable_caller,barely_understandable_operator,severe_channel,piper,file,vosk,file,1,42,floor,0,greedy,shortest_valid_route_with_constraints,0,2,1,5.0,-12.0,0.35,0.15,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 1, ""asr_domain_normalization_enabled"": false, ""asr_domain_similarity_threshold"": 0.98, ""channel_clip_threshold"": 0.35, ""channel_dropout_rate"": 0.15, ""channel_gain_db"": -12.0, ""channel_noise_snr_db"": 5.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 10.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""floor"", ""speech_performance_profile_key"": ""floor"", ""speech_performance_rank"": 0, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,50,40,True,0,,4,4,C-MPCC-DST-SC-PIP-VOS-GG22I-DEFAU-MED-I0-c6d6fc19f5-A,P-c6d6fc19f5,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,delay_sensitive_traveler,barely_understandable_caller,barely_understandable_operator,severe_channel,piper,piper,vosk,vosk,1,42,floor,0,greedy,shortest_valid_route_with_constraints,0,2,1,5.0,-12.0,0.35,0.15,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 1, ""asr_domain_normalization_enabled"": false, ""asr_domain_similarity_threshold"": 0.98, ""channel_clip_threshold"": 0.35, ""channel_dropout_rate"": 0.15, ""channel_gain_db"": -12.0, ""channel_noise_snr_db"": 5.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 10.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""floor"", ""speech_performance_profile_key"": ""floor"", ""speech_performance_rank"": 0, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,51,41,True,0,,4,4,C-MPCC-RAN-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-42bdaec622-T,P-42bdaec622,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,risk_averse_novice,high_clarity_caller,high_clarity_operator,clean,piper,file,vosk,file,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,52,42,True,0,,4,4,C-MPCC-RAN-CLEAN-PIP-VOS-GG22I-DEFAU-MED-I0-42bdaec622-A,P-42bdaec622,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,risk_averse_novice,high_clarity_caller,high_clarity_operator,clean,piper,piper,vosk,vosk,16,42,ceiling,3,greedy,shortest_valid_route_with_constraints,0,2,1,,0.0,1.0,0.0,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 16, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.8, ""channel_clip_threshold"": 1.0, ""channel_dropout_rate"": 0.0, ""channel_gain_db"": 0.0, ""channel_noise_snr_db"": null, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 30.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""ceiling"", ""speech_performance_profile_key"": ""ceiling"", ""speech_performance_rank"": 3, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,53,43,True,0,,4,4,C-MPCC-RAN-MC-PIP-VOS-GG22I-DEFAU-MED-I0-13ef43f5a9-T,P-13ef43f5a9,text_only,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,risk_averse_novice,neutral_caller,clear_operator,mostly_clean,piper,file,vosk,file,11,42,nominal,2,greedy,shortest_valid_route_with_constraints,0,2,1,30.0,-2.0,0.95,0.005,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 11, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.86, ""channel_clip_threshold"": 0.95, ""channel_dropout_rate"": 0.005, ""channel_gain_db"": -2.0, ""channel_noise_snr_db"": 30.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 22.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""nominal"", ""speech_performance_profile_key"": ""nominal"", ""speech_performance_rank"": 2, ""transfer_tolerance"": 1}"
transformers_medium_gemma2_2b,C:\Users\sende\PycharmProjects\MiniLlama\jobs\agent_b_llm\transformers_speech_grid\medium\03-gemma2-2b.job,medium,pairwise,02-medium-gemma2-2b/tinyllama,54,44,True,0,,4,4,C-MPCC-RAN-MC-PIP-VOS-GG22I-DEFAU-MED-I0-13ef43f5a9-A,P-13ef43f5a9,audio_variant,tinyllama,llm,google/gemma-2-2b-it,medium,medium3,gemma_family_contrast,transformers_agent_b_speech_grid_v1,gemma2_2b_it_transformers,transformers,morning_peak_cross_city,morning_peak_cross_city,Bravo,Harbor,487,risk_averse_novice,neutral_caller,clear_operator,mostly_clean,piper,piper,vosk,vosk,11,42,nominal,2,greedy,shortest_valid_route_with_constraints,0,2,1,30.0,-2.0,0.95,0.005,"{""agent_a_custom_audio"": false, ""agent_b_custom_audio"": false, ""agent_b_llm_size"": ""medium"", ""agent_b_model_role"": ""gemma_family_contrast"", ""agent_b_model_slot"": ""medium3"", ""asr_beam_size"": 11, ""asr_domain_normalization_enabled"": true, ""asr_domain_similarity_threshold"": 0.86, ""channel_clip_threshold"": 0.95, ""channel_dropout_rate"": 0.005, ""channel_gain_db"": -2.0, ""channel_noise_snr_db"": 30.0, ""dialogue_stagnation_limit"": 2, ""experiment_platform"": ""linux"", ""matrix_family"": ""transformers_agent_b_speech_grid_v1"", ""max_utterance_sec"": 22.0, ""network_seed"": 42, ""profile_key"": ""default"", ""speech_performance_band"": ""nominal"", ""speech_performance_profile_key"": ""nominal"", ""speech_performance_rank"": 2, ""transfer_tolerance"": 1}"
