source_run,condition_id,condition_state,run_type,turn,speaker,listener,intended_text,tts_text,asr_raw_text,understood_text,misinterpretation_count,correction_count,pipeline_ok,tts_latency_sec,asr_latency_sec,pipeline_latency_sec,nlu_route_valid,nlu_route_reaches_goal
20260713_114303_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,11,Agent A,Agent B,"The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.",0,0,True,1.023806,0.024866,1.04972,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,1,Agent A,Agent B,I'm starting at station Kilo at 21:05. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at twenty one oh five. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at twenty one oh five. I need to take transit lines to Jasper. Which lines should I take?,I'm station at station Kilo at twenty one oh five. I need to take transit lines to Jasper. Which lines should I take?,0,1,True,1.138616,0.052956,1.192928,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,2,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 30 minutes, 1 changes.","Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 30 minutes, 1 changes.","Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 30 minutes, 1 changes.","Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 30 minutes, 1 changes.",0,0,True,1.776559,0.030128,1.807209,True,True
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,3,Agent A,Agent B,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,0,0,True,1.191817,0.026373,1.218754,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,4,Agent B,Agent A,"Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes. It is not near capacity.",0,0,True,2.255066,0.038409,2.293973,True,True
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,5,Agent A,Agent B,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower Delta risk?,0,1,True,1.121984,0.039039,1.161634,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,6,Agent B,Agent A,"Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 2 changes. Delay risk is high.","Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 2 changes. Delay risk is high.","Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 2 changes. Delay risk is high.","Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 2 changes. Delta risk is high.",0,1,True,2.603461,0.049343,2.653653,True,True
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,7,Agent A,Agent B,I heard 'Delay'. Did you mean 'Delta'?,I heard 'Delay'. Did you mean 'Delta'?,I heard 'Delay'. Did you mean 'Delta'?,I heard ' Delta '. Did you mean ' Delta '?,0,2,True,0.675475,0.013308,0.689212,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,8,Agent B,Agent A,"Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.",0,0,True,0.429528,0.006048,0.435991,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,9,Agent A,Agent B,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,0,0,True,1.020275,0.03215,1.053146,,
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,10,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 36 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 36 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 36 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 36 minutes, 2 changes. Transfer miss risk is medium.",0,0,True,2.83529,0.04908,2.885039,True,True
20260713_114700_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-T,completed,text_only,11,Agent A,Agent B,"The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.",0,0,True,1.081613,0.026877,1.109268,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,1,Agent A,Agent B,I'm starting at station Kilo at 21:05. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at twenty one oh five. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at 21.05. I need to take transit lines to Jasper. Which lines should I take?,I'm station at station Kilo at 21. 05. I need to take transit lines to Jasper. Which lines should I take?,1,1,True,14.635891,9.281272,23.918233,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,2,Agent B,Agent A,"Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes.","Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes.",Take bus line B1 from Kilo to Foxtrot. Metro M1 from Foxtrot to Jasper. 34 minutes. 1 changes.,Take bus line B1 from Kilo to Foxtrot. Metro M1 from Foxtrot to Jasper. 34 minutes. 1 changes.,0,0,True,10.928682,7.051516,17.980624,True,True
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,3,Agent A,Agent B,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,0,0,True,8.473085,5.188349,13.661835,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,4,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Tektram Line T1 from Kilo to India. Metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Tektram Line T1 from Kilo to India. Metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.",1,0,True,13.640445,8.373209,22.014037,True,True
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,5,Agent A,Agent B,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower Delta risk?,0,1,True,7.637318,5.256748,12.894631,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,6,Agent B,Agent A,"Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Take Tram Line T1 from Kilo to Echo. Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Take Tram Line T1 from Kilo to Echo. Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delta risk is high.",0,1,True,14.63509,10.113662,24.749156,True,True
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,7,Agent A,Agent B,I heard 'Delay'. Did you mean 'Delta'?,I heard 'Delay'. Did you mean 'Delta'?,I heard delay. Did you mean Delta?,I heard Delta. Did you mean Delta?,2,1,True,4.789998,5.011541,9.80187,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,8,Agent B,Agent A,"Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.",0,0,True,3.577479,4.137643,7.715444,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,9,Agent A,Agent B,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,0,0,True,7.064166,5.943327,13.008044,,
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,10,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India. Metro M3 from India to Aster. Metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India. Metro M3 from India to Aster. Metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.",0,0,True,14.782406,7.854302,22.637266,True,True
20260713_115715_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,11,Agent A,Agent B,"The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.",0,0,True,8.435051,5.644486,14.079965,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,1,Agent A,Agent B,I'm starting at station Kilo at 21:05. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at twenty one oh five. I need to take transit lines to Jasper. Which lines should I take?,I'm starting at station Kilo at 21.05. I need to take transit lines to Jasper. Which lines should I take?,I'm station at station Kilo at 21. 05. I need to take transit lines to Jasper. Which lines should I take?,1,1,True,8.361866,11.857046,20.221433,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,2,Agent B,Agent A,"Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes.","Take bus line B1 from Kilo to Foxtrot; metro M1 from Foxtrot to Jasper. 34 minutes, 1 changes.",Take bus line B1 from Kilo to Foxtrot. Metro M1 from Foxtrot to Jasper. 34 minutes. One changes.,Take bus line B1 from Kilo to Foxtrot. Metro M1 from Foxtrot to Jasper. 34 minutes. One changes.,1,0,True,4.362624,8.141361,12.504581,True,True
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,3,Agent A,Agent B,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,That route and timing work. Can you make it not near capacity?,0,0,True,2.593492,6.445805,9.03985,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,4,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take tram line T1 from Kilo to India; metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take Traum Line T1 from Kilo to India. Metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.","Take Traum Line T1 from Kilo to India. Metro M1 from India to Jasper. 34 minutes, 1 changes. It is not near capacity.",1,0,True,5.310459,8.626222,13.937635,True,True
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,5,Agent A,Agent B,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower delay risk?,That meets the current requirement. Can you make it with lower Delta risk?,0,1,True,2.686946,6.753764,9.441467,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,6,Agent B,Agent A,"Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Take tram line T1 from Kilo to Echo; walk 7 minutes from Echo to Foxtrot; metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Tektram Line T1 from Kilo to Echo. Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delay risk is high.","Tektram Line T1 from Kilo to Echo. Walk 7 minutes from Echo to Foxtrot. Metro M1 from Foxtrot to Jasper. 38 minutes, 2 changes. Delta risk is high.",1,1,True,6.712502,9.93566,16.648868,True,True
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,7,Agent A,Agent B,I heard 'Delay'. Did you mean 'Delta'?,I heard 'Delay'. Did you mean 'Delta'?,I heard to lay. Did you mean Delta?,I heard to lay. Did you mean Delta?,2,0,True,1.984382,5.571143,7.555969,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,8,Agent B,Agent A,"Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.","Yes, I meant Delta.",0,0,True,1.075841,4.975953,6.052254,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,9,Agent A,Agent B,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,That meets the current requirement. Can you make it with safer transfer timing?,0,0,True,3.346994,6.355247,9.702824,,
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,10,Agent B,Agent A,"Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India; metro M3 from India to Aster; metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India. Metro M3 from India to Aster. Metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.","Take tram line T1 from Kilo to India. Metro M3 from India to Aster. Metro M1 from Aster to Jasper. 40 minutes, 2 changes. Transfer miss risk is medium.",0,0,True,6.328269,9.529806,15.85873,True,True
20260713_120154_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-Q05-PAD-SML-I0-5b3215afe2-A,completed,audio_variant,11,Agent A,Agent B,"The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.","The earlier route also fits. Thanks, I'll take that.",0,0,True,2.607505,6.236131,8.844445,,
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,1,Agent A,Agent B,I'm starting at station Alpha at 09:12. I need to take transit lines to Ivy. Which lines should I take?,"um, I'm starting at station Alpha at nine twelve. let me see, I need to take transit lines to Ivy. Which lines should I take?","um, I'm starting at station Alpha at nine twelve. let me see, I need to take transit lines to Ivy. Which lines should I take?","um, I'm starting at station Alpha at nine twelve. let me see, I need to take transit lines to Ivy. Which lines should I take?",0,0,True,0.568045,0.031391,0.600166,,
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,2,Agent B,Agent A,"Take tram line T5 from Alpha to Elm; tram T1 from Elm to Ivy. 34 minutes, 1 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Ivy. 34 minutes, 1 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Ivy. 34 minutes, 1 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Ivy. 34 minutes, 1 changes.",0,0,True,0.693019,0.017377,0.710711,True,True
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,3,Agent A,Agent B,That route and timing work. Can you make it with safer transfer timing?,"okay, That route and timing work. okay, Can you make it with safer transfer timing?","okay, That route and timing work. okay, Can you make it with safer transfer timing?","okay, That route and timing work. okay, Can you make it with safer transfer timing?",0,0,True,0.615797,0.021391,0.637742,,
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,4,Agent B,Agent A,"Take tram line T1 from Alpha to Delta; tram T6 from Delta to Harbor; tram T4 from Harbor to Ivy. 43 minutes, 2 changes. Transfer miss risk is low.","um, Take tram line T1 from Alpha to Delta; tram T6 from Delta to Harbor; tram T4 from Harbor to Ivy. 43 minutes, 2 changes. Transfer miss risk is low.","um, Take tram line T1 from Alpha to Delta; tram T6 from Delta to Harbor; tram T4 from Harbor to Ivy. 43 minutes, 2 changes. Transfer miss risk is low.","um, Take tram line T1 from Alpha to Delta; tram T6 from Delta to Harbor; tram T4 from Harbor to Ivy. 43 minutes, 2 changes. Transfer miss risk is low.",0,0,True,1.144523,0.024964,1.169872,True,True
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,5,Agent A,Agent B,That meets the current requirement. Can you make it using only my metro and tram tickets; I cannot take bus?,That meets the current requirement. Can you make it using only my metro and tram tickets; I cannot take bus?,That meets the current requirement. Can you make it using only my metro and tram tickets; I cannot take bus?,That meets the current requirement. Can you make it using only my metro and tram tickets; I cannot take bus?,0,0,True,0.843328,0.028196,0.872065,,
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,6,Agent B,Agent A,"Take tram line T5 from Alpha to Elm; tram T1 from Elm to Dover; metro M1 from Dover to Jasper; walk 7 minutes from Jasper to Ivy. 45 minutes, 3 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Dover; metro M1 from Dover to Jasper; walk 7 minutes from Jasper to Ivy. 45 minutes, 3 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Dover; metro M1 from Dover to Jasper; walk 7 minutes from Jasper to Ivy. 45 minutes, 3 changes.","Take tram line T5 from Alpha to Elm; tram T1 from Elm to Dover; metro M1 from Dover to Jasper; walk 7 minutes from Jasper to Ivy. 45 minutes, 3 changes.",0,0,True,1.151712,0.026121,1.178241,True,True
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,7,Agent A,Agent B,That meets the current requirement. Can you make it with no more than 10 minutes of walking?,"um, Okay, That meets the current requirement. um, Can you make it with no more than 10 minutes of walking?","um, Okay, That meets the current requirement. um, Can you make it with no more than 10 minutes of walking?","um, Okay, That meets the current requirement. um, Can you make it with no more than 10 minutes of walking?",0,0,True,0.986204,0.024164,1.011089,,
20260713_120937_b-n0001,C-HA-FC-HESIT-PIP-FWH-Q05-PTB-SML-I0-d59c41d375-T,completed,text_only,8,Agent B,Agent A,"Take tram line T5 from Alpha to Sierra; metro M1 from Sierra to Jasper; walk 7 minutes from Jasper to Ivy. 49 minutes, 2 changes.","let me see, Take tram line T5 from Alpha to Sierra; metro M1 from Sierra to Jasper; walk 7 minutes from Jasper to Ivy. okay, 49 minutes, 2 changes.","let me see, Take tram line T5 from Alpha to Sierra; metro M1 from Sierra to Jasper; walk 7 minutes from Jasper to Ivy. okay, 49 minutes, 2 changes.","let me see, Take tram line T5 from Alpha to Sierra; metro M1 from Sierra to Jasper; walk 7 minutes from Jasper to Ivy. okay, 49 minutes, 2 changes.",0,0,True,1.156775,0.028888,1.186082,True,True
