model_comparison_condition_key,agent_a_type,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,asr_beam_size,network_seed,agent_a_audio_persona,agent_b_audio_persona,speech_performance_band,model_param_key,objective_mode,iteration,transfer_tolerance,dialogue_stagnation_limit,model_count,completed_model_count,successful_model_count,model::Qwen2.5-0.5B-Instruct::condition_state,model::Qwen2.5-0.5B-Instruct::task_success,model::Qwen2.5-0.5B-Instruct::route_valid,model::Qwen2.5-0.5B-Instruct::constraint_satisfaction,model::Qwen2.5-0.5B-Instruct::word_error_rate,model::Qwen2.5-0.5B-Instruct::turn_count,model::Qwen2.5-0.5B-Instruct::failure_phase,model::Qwen2.5-0.5B-Instruct::source_run,model::small2-qwen2.5-1.5b::condition_state,model::small2-qwen2.5-1.5b::task_success,model::small2-qwen2.5-1.5b::route_valid,model::small2-qwen2.5-1.5b::constraint_satisfaction,model::small2-qwen2.5-1.5b::word_error_rate,model::small2-qwen2.5-1.5b::turn_count,model::small2-qwen2.5-1.5b::failure_phase,model::small2-qwen2.5-1.5b::source_run,model::SmolLM2-360M-Instruct::condition_state,model::SmolLM2-360M-Instruct::task_success,model::SmolLM2-360M-Instruct::route_valid,model::SmolLM2-360M-Instruct::constraint_satisfaction,model::SmolLM2-360M-Instruct::word_error_rate,model::SmolLM2-360M-Instruct::turn_count,model::SmolLM2-360M-Instruct::failure_phase,model::SmolLM2-360M-Instruct::source_run,model::TinyLlama-1.1B-Chat-v1.0::condition_state,model::TinyLlama-1.1B-Chat-v1.0::task_success,model::TinyLlama-1.1B-Chat-v1.0::route_valid,model::TinyLlama-1.1B-Chat-v1.0::constraint_satisfaction,model::TinyLlama-1.1B-Chat-v1.0::word_error_rate,model::TinyLlama-1.1B-Chat-v1.0::turn_count,model::TinyLlama-1.1B-Chat-v1.0::failure_phase,model::TinyLlama-1.1B-Chat-v1.0::source_run,model::gemma-2-2b-it::condition_state,model::gemma-2-2b-it::task_success,model::gemma-2-2b-it::route_valid,model::gemma-2-2b-it::constraint_satisfaction,model::gemma-2-2b-it::word_error_rate,model::gemma-2-2b-it::turn_count,model::gemma-2-2b-it::failure_phase,model::gemma-2-2b-it::source_run,model::mid2-phi3-mini::condition_state,model::mid2-phi3-mini::task_success,model::mid2-phi3-mini::route_valid,model::mid2-phi3-mini::constraint_satisfaction,model::mid2-phi3-mini::word_error_rate,model::mid2-phi3-mini::turn_count,model::mid2-phi3-mini::failure_phase,model::mid2-phi3-mini::source_run,model::Phi-3-mini-4k-instruct::condition_state,model::Phi-3-mini-4k-instruct::task_success,model::Phi-3-mini-4k-instruct::route_valid,model::Phi-3-mini-4k-instruct::constraint_satisfaction,model::Phi-3-mini-4k-instruct::word_error_rate,model::Phi-3-mini-4k-instruct::turn_count,model::Phi-3-mini-4k-instruct::failure_phase,model::Phi-3-mini-4k-instruct::source_run,model::Qwen2.5-1.5B-Instruct::condition_state,model::Qwen2.5-1.5B-Instruct::task_success,model::Qwen2.5-1.5B-Instruct::route_valid,model::Qwen2.5-1.5B-Instruct::constraint_satisfaction,model::Qwen2.5-1.5B-Instruct::word_error_rate,model::Qwen2.5-1.5B-Instruct::turn_count,model::Qwen2.5-1.5B-Instruct::failure_phase,model::Qwen2.5-1.5B-Instruct::source_run,model::Qwen3-4B-Instruct-2507::condition_state,model::Qwen3-4B-Instruct-2507::task_success,model::Qwen3-4B-Instruct-2507::route_valid,model::Qwen3-4B-Instruct-2507::constraint_satisfaction,model::Qwen3-4B-Instruct-2507::word_error_rate,model::Qwen3-4B-Instruct-2507::turn_count,model::Qwen3-4B-Instruct-2507::failure_phase,model::Qwen3-4B-Instruct-2507::source_run
MC-4bb3cd7fa138,userlm,midday_transfer,distracted_multitasker,noisy_station,text_only,piper,faster_whisper,1,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-50f4b38d223e,userlm,morning_peak_cross_city,focused_commuter,noisy_station,audio_variant,piper,faster_whisper,1,42,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-5584b57554ce,userlm,late_event,verbose_planner,noisy_station,text_only,piper,faster_whisper,6,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-5e1e7a00d888,userlm,midday_transfer,distracted_multitasker,hesitant,text_only,piper,faster_whisper,1,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-626d7f82e977,tinyllama,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165604_b-n0001,not_started,,,,,,,20260707_164733_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164832_b-n0001,not_started,,,,,,,20260707_164232_b-n0001,not_started,,,,,,,20260707_164932_b-n0001
MC-6c085e5c669d,userlm,morning_peak_cross_city,focused_commuter,clean,text_only,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-783cb261f5aa,userlm,midday_transfer,distracted_multitasker,hesitant,audio_variant,piper,faster_whisper,1,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-8dd243ba335e,userlm,midday_transfer,distracted_multitasker,clean,audio_variant,piper,faster_whisper,6,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-8f0eec22e4f0,userlm,airport_connection,delay_sensitive_traveler,noisy_station,audio_variant,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-aaa61892ecae,userlm,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,1,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-c442d24ce7a4,userlm,late_event,verbose_planner,clean,text_only,piper,faster_whisper,6,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-cbadefe825e9,userlm,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-d53b46b1d73d,tinyllama,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,7,0,0,not_started,,,,,,,20260707_165435_b-n0001,,,,,,,,,not_started,,,,,,,20260707_165903_b-n0001,not_started,,,,,,,20260707_162702_b-n0001,not_started,,,,,,,20260707_163901_b-n0001,,,,,,,,,not_started,,,,,,,20260707_163901_b-n0001,not_started,,,,,,,20260707_163100_b-n0001,not_started,,,,,,,20260707_164031_b-n0001
MC-d53dc89d532d,tinyllama,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165103_b-n0001,not_started,,,,,,,20260707_164403_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164403_b-n0001,not_started,,,,,,,20260707_163931_b-n0001,not_started,,,,,,,20260707_164703_b-n0001
MC-d67fe3981e3d,userlm,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,faster_whisper,6,42,hesitant_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-d798ec66e8bd,tinyllama,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,7,0,0,not_started,,,,,,,20260707_165804_b-n0001,,,,,,,,,not_started,,,,,,,20260707_170003_b-n0001,not_started,,,,,,,20260707_162831_b-n0001,not_started,,,,,,,20260707_164001_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164001_b-n0001,not_started,,,,,,,20260707_163501_b-n0001,not_started,,,,,,,20260707_164132_b-n0001
MC-d87bb9509fbc,userlm,airport_connection,delay_sensitive_traveler,noisy_station,text_only,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-e04d2ef16483,userlm,late_event,verbose_planner,noisy_station,audio_variant,piper,faster_whisper,6,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-e72d0ec34476,userlm,midday_transfer,distracted_multitasker,clean,audio_variant,piper,faster_whisper,1,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-eb3645bbf986,userlm,late_event,verbose_planner,hesitant,text_only,piper,faster_whisper,1,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-f01a5092b6a7,userlm,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,6,29,hesitant_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-f07c71fe285e,userlm,airport_connection,delay_sensitive_traveler,clean,audio_variant,piper,faster_whisper,1,42,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,
MC-f46b0d0ab25d,tinyllama,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165435_b-n0001,not_started,,,,,,,20260707_164503_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164704_b-n0001,not_started,,,,,,,20260707_164101_b-n0001,not_started,,,,,,,20260707_164832_b-n0001
MC-f5b29e92e8a8,tinyllama,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165704_b-n0001,not_started,,,,,,,20260707_164902_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164932_b-n0001,not_started,,,,,,,20260707_164403_b-n0001,not_started,,,,,,,20260707_165103_b-n0001
